Beautiful Soup,Lxml,Regular expressions
0.08305048942565918,0.18192362785339355,0.011513710021972656
0.16910624504089355,0.20096421241760254,0.02201557159423828
0.29419994354248047,0.2189774513244629,0.034023284912109375
0.4002702236175537,0.23496150970458984,0.04653787612915039
0.5043501853942871,0.253978967666626,0.058568716049194336
0.5954077243804932,0.2689859867095947,0.06857585906982422
0.7025115489959717,0.3220245838165283,0.08356428146362305
0.7935543060302734,0.35204577445983887,0.09857487678527832
0.9036309719085693,0.37105774879455566,0.11458158493041992
0.9957189559936523,0.3870964050292969,0.12758994102478027
1.1347968578338623,0.4031081199645996,0.14212799072265625
1.274893045425415,0.4301004409790039,0.15511083602905273
1.3819642066955566,0.44811177253723145,0.16662311553955078
1.4710276126861572,0.4651317596435547,0.18613147735595703
1.5701019763946533,0.48213648796081543,0.20665216445922852
1.6671655178070068,0.5011553764343262,0.2201833724975586
1.8202736377716064,0.5281696319580078,0.23416590690612793
1.9213471412658691,0.5471823215484619,0.246673583984375
2.010439157485962,0.5672028064727783,0.25770998001098633
2.1014726161956787,0.5832138061523438,0.2706918716430664
2.197540521621704,0.5982456207275391,0.28720808029174805
2.368669033050537,0.6182401180267334,0.30121898651123047
2.4757392406463623,0.6412785053253174,0.317230224609375
2.56480073928833,0.6652724742889404,0.3347361087799072
2.6588664054870605,0.6912846565246582,0.3497755527496338
2.7509372234344482,0.7063019275665283,0.36826086044311523
2.836003303527832,0.7303142547607422,0.392777681350708
2.9310882091522217,0.75032639503479,0.41129207611083984
3.0251283645629883,0.7693397998809814,0.43030381202697754
3.177234649658203,0.7853779792785645,0.4513278007507324
3.3243398666381836,0.8033690452575684,0.46883130073547363
3.430413246154785,0.821403980255127,0.4883458614349365
3.5254814624786377,0.837388277053833,0.501882791519165
3.616544723510742,0.855400800704956,0.5188944339752197
3.7606749534606934,0.8714184761047363,0.5303797721862793
3.8477072715759277,0.8874297142028809,0.5413820743560791
3.9377999305725098,0.9034383296966553,0.5538973808288574
4.019835472106934,0.9744861125946045,0.568901777267456
4.112896203994751,1.0005302429199219,0.5904171466827393
4.222973585128784,1.0185158252716064,0.610931396484375
4.31103515625,1.0365276336669922,0.62795090675354
4.532193422317505,1.0565433502197266,0.6459574699401855
4.730334758758545,1.0785586833953857,0.6614730358123779
4.9244725704193115,1.097571611404419,0.6729750633239746
5.142625570297241,1.115584373474121,0.6844840049743652
5.310743808746338,1.1406033039093018,0.6989991664886475
5.424824953079224,1.1626181602478027,0.7215378284454346
5.547910690307617,1.1806581020355225,0.7355260848999023
5.65398645401001,1.1976697444915771,0.7510302066802979
5.826107740402222,1.213653326034546,0.7655477523803711
5.9421892166137695,1.235670566558838,0.7785553932189941
6.014240503311157,1.261688470840454,0.801567554473877
6.091295480728149,1.2917101383209229,0.8250837326049805
6.173353433609009,1.320730209350586,0.8430957794189453
6.235396146774292,1.3527536392211914,0.8581118583679199
6.320457458496094,1.3827741146087646,0.8696146011352539
6.419527053833008,1.4057905673980713,0.8836309909820557
6.525603771209717,1.4348173141479492,0.898634672164917
6.613663673400879,1.4528217315673828,0.9196560382843018
6.669703245162964,1.4758403301239014,0.9321582317352295
6.776778936386108,1.4918503761291504,0.9486720561981201
6.83782172203064,1.5138661861419678,0.9611804485321045
6.89686393737793,1.541886568069458,0.9736950397491455
6.960909843444824,1.5669035911560059,0.9892010688781738
7.026957750320435,1.5829217433929443,1.0037109851837158
7.14404034614563,1.6009292602539062,1.0192203521728516
7.2140891551971436,1.6179401874542236,1.0332581996917725
7.271129131317139,1.6379542350769043,1.0482404232025146
7.316161394119263,1.6549720764160156,1.0597546100616455
7.373201370239258,1.6710057258605957,1.0747604370117188
7.416230916976929,1.686988115310669,1.0917720794677734
7.474272012710571,1.710005283355713,1.106788158416748
7.527311563491821,1.728022575378418,1.1258018016815186
7.582348823547363,1.755039930343628,1.1378154754638672
7.632383823394775,1.771054983139038,1.1498243808746338
7.6814188957214355,1.8000695705413818,1.1618540287017822
7.739461183547974,1.8180880546569824,1.1738345623016357
7.782490491867065,1.834120273590088,1.186845064163208
7.827521800994873,1.8521056175231934,1.2038564682006836
7.87155294418335,1.8681163787841797,1.2228703498840332
7.908582448959351,1.8851287364959717,1.2349061965942383
7.958615303039551,1.9021415710449219,1.2458899021148682
7.994641542434692,1.9231562614440918,1.256899118423462
8.041675329208374,1.9521844387054443,1.2689018249511719
8.076698064804077,1.97719407081604,1.2849419116973877
8.126737117767334,2.001218557357788,1.3409554958343506
8.170764684677124,2.025228261947632,1.3519892692565918
8.210793018341064,2.041238784790039,1.3649978637695312
8.24982213973999,2.058278799057007,1.3769841194152832
8.290849447250366,2.0752906799316406,1.3889875411987305
8.336883306503296,2.0912816524505615,1.4049992561340332
8.389920473098755,2.107286214828491,1.4180142879486084
8.439956665039062,2.125326156616211,1.4310224056243896
8.481985092163086,2.150317430496216,1.4430313110351562
8.518010139465332,2.1723382472991943,1.4560396671295166
8.565044641494751,2.1913740634918213,1.469071865081787
8.61708116531372,2.205382823944092,1.4800574779510498
8.654107809066772,2.2243685722351074,1.4910588264465332
8.693135261535645,2.2413811683654785,1.5010666847229004
8.754177331924438,2.258419990539551,1.5190794467926025
8.786200284957886,2.2754034996032715,1.5311157703399658
8.815220355987549,2.294419288635254,1.5431013107299805
